Latitude,Longitude,Rainfall_mm,Temperature_C,Humidity_pct,River_Discharge_m3s,Water_Level_m,Elevation_m,Population_Density,Infrastructure,Historical_Floods,Flood_Occurred,Rainfall_Elevation_Ratio,Elevation_Inverse,Hydro_Load_Index,Discharge_WaterLevel_Ratio,Relative_Humidity_Ratio,Soil_Permeability_Index,Land_Cover_Inundation_Risk,Land_Cover_Agricultural,Land_Cover_Desert,Land_Cover_Forest,Land_Cover_Urban,Land_Cover_Water Body,Soil_Type_Clay,Soil_Type_Loam,Soil_Type_Peat,Soil_Type_Sandy,Soil_Type_Silt,Infrastructure_Vulnerability,Historical_Rainfall_Interaction
18.861663446573512,78.83558373553426,218.99949329699112,34.144337051165216,43.91296329635332,4236.182888482099,7.415552031175952,377.46543346509554,7276.742183727105,1,0,1,0.57865124244481,0.0026422492295910724,2394.3346321099293,571.2558091581805,1.2495032480601986,3.0,3.0,0,0,0,0,1,1,0,0,0,0,7276.742183727105,0.0
35.57071488588757,77.6544507907107,55.35359867961347,28.778773606025798,27.58542201296464,2472.5852185968524,8.811018750963168,7330.608874898443,6897.736955857149,0,1,0,0.0075499934085586674,0.0001363957102817834,18.64511408030142,280.6238963102424,0.9263451335478325,2.5,1.0,0,0,1,0,0,0,0,1,0,0,0.0,55.35359867961347
29.227824312530743,73.10846346258295,103.99190831096584,43.934955745918224,30.10873799777728,977.3280531609292,4.63179875379001,2205.873487831239,4361.518494055209,1,1,1,0.04712182591543198,0.0004531297355802349,45.86643138797578,211.0035420528155,0.6700515778412062,1.5,2.0,1,0,0,0,0,0,1,0,0,0,4361.518494055209,103.99190831096584
25.361096041714063,85.61073343294315,198.98419105734547,21.569353529527145,34.45369025447374,3683.208933050463,2.891787316734076,2512.277799820728,6163.069701389279,1,1,0,0.07917317817852806,0.00039788677561681797,290.57082851473626,1273.674649235164,1.5265696560337227,1.0,2.0,0,1,0,0,0,0,0,0,1,0,6163.069701389279,198.98419105734547
12.52454057283066,81.82210065475024,144.626803357344,32.63569247996822,36.29226674919587,2093.3906784164787,3.188465743554615,2001.8182228307624,6167.964591040844,1,0,0,0.07221164742196622,0.0004992964356928061,150.4909333068039,656.5490368393706,1.0789808109587686,1.5,2.0,1,0,0,0,0,0,1,0,0,0,6167.964591040844,0.0
12.523841089749876,93.10532877739612,221.57131159046816,36.00630044970668,39.38094473684352,2973.137417262486,6.969482583643939,7433.062835803919,5377.538808888076,0,0,1,0.02980487473462517,0.0001345159466750539,88.50683806035526,426.5930957785749,1.0641686485349728,1.5,2.0,1,0,0,0,0,0,1,0,0,0,0.0,0.0
9.684424752877783,68.93117783397969,288.362370366858,39.766934680361445,40.436802317079554,536.3264508696941,5.675580339914962,8661.324855354962,6039.090369159945,0,0,1,0.03328925838986462,0.00011544244953845272,17.835379165586374,94.49703356809398,0.9919019576558714,2.0,3.0,0,0,0,0,1,0,0,0,0,1,0.0,0.0
33.11910822747312,86.67216989909866,34.96400631455925,27.20913091284021,56.45730763900288,3157.919947579961,4.864941309772571,6681.891487428953,3994.453680470962,0,1,1,0.0052318680290304445,0.00014963582782708337,16.499600030197087,649.1164549245178,2.0013841551320066,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0.0,34.96400631455925
25.432335340553056,90.12551747683528,212.8703149194183,35.607657229724445,60.7658552660833,1867.7524447256217,2.0277407877617404,7287.016909431395,6782.941224731803,0,0,0,0.029208263038460247,0.00013721153674957912,54.48651908513089,921.0956573155978,1.6599219907670857,2.0,1.0,0,0,1,0,0,0,0,0,0,1,0.0,0.0
28.53410475608532,90.0251105064609,69.10324668963436,24.096044141528484,44.71033665010848,1670.9487485924724,8.754556874989033,5490.1880746751,2270.0322241531867,0,1,0,0.012584388979196096,0.00018210995260058862,20.993460952976996,190.86595287383255,1.7815690950320977,2.0,2.5,0,0,0,1,0,0,0,0,0,1,0.0,69.10324668963436
